original_text,perturbed_text,label
Airbus-Boeing spat on [[hold]] [[The]] [[United]] [[States]] and the [[European]] [[Union]] [[called]] a temporary [[timeout]] [[yesterday]] in their dispute over government [[support]] for aviation rivals Boeing and Airbus.,Airbus-Boeing spat on [[hZld]] [[he]] [[vUnited]] [[ftates]] and the [[Eropean]] [[Unio]] [[caled]] a temporary [[imeout]] [[yesteday]] in their dispute over government [[suppotr]] for aviation rivals Boeing and Airbus.,2
United States Edge Ahead at Kiawah [[Island]] The Rest of the World face an uphill [[task]] in their bid to win the UBS [[Cup]] for the first time after the United States took the second day fourball session 4-2 to [[establish]] a 6  - 5  lead going into the final day singles at [[Kiawah]] Islands Cassique ,United States Edge Ahead at Kiawah [[IQsland]] The Rest of the World face an uphill [[taOsk]] in their bid to win the UBS [[Cpu]] for the first time after the United States took the second day fourball session 4-2 to [[estaZblish]] a 6  - 5  lead going into the final day singles at [[Kiawh]] Islands Cassique ,1
"[[Asian]] [[Stocks]] [[Lower]], [[Greenspan]] [[Awaited]]  [[SINGAPORE]] ([[Reuters]]) - [[Asian]] stocks edged lower on [[Wednesday]]  as profit taking set in after two [[days]] of gains and the dollar  firmed ahead of [[comments]] from Fed [[chief]] [[Alan]] Greenspan that are  expected to [[cement]] the case for further U.S. rate [[rises]].","[[oAsian]] [[Stocs]] [[Lowre]], [[rGeenspan]] [[Aweited]]  [[SINGAPOBRE]] ([[ReuteXrs]]) - [[AXian]] stocks edged lower on [[Wexdnesday]]  as profit taking set in after two [[adys]] of gains and the dollar  firmed ahead of [[cKmments]] from Fed [[hcief]] [[Alagn]] Greenspan that are  expected to [[ceent]] the case for further U.S. rate [[riess]].",2
"[[Kidnappers]] in [[Iraq]] seize Lebanese-American contractor, four &lt;b&[[gt]];...&lt;/b&gt; [[Gunmen]] [[abducted]] a Lebanese-American contractor who worked with the US [[Army]] from his [[Baghdad]] [[home]], [[Iraqi]] [[officials]] said Wednesday, while four Jordanian truck drivers were seized by assailants in a separate kidnapping.","[[Kindappers]] in [[MIraq]] seize Lebanese-American contractor, four &lt;b&[[Pgt]];...&lt;/b&gt; [[Gunmn]] [[Bbducted]] a Lebanese-American contractor who worked with the US [[Amy]] from his [[Baehdad]] [[hoem]], [[Fraqi]] [[officvals]] said Wednesday, while four Jordanian truck drivers were seized by assailants in a separate kidnapping.",0
Sex Toy Shuts Down Australian Airport A scare triggered by a vibrating sex toy shut down a [[major]] Australian [[regional]] [[airport]] for almost an hour on Monday. The vibrating object was discovered on Monday morning inside a garbage can at the terminal ,Sex Toy Shuts Down Australian Airport A scare triggered by a vibrating sex toy shut down a [[Cmajor]] Australian [[regionaxl]] [[aiprort]] for almost an hour on Monday. The vibrating object was discovered on Monday morning inside a garbage can at the terminal ,0
"RAP OVER DANGER [[DRUG]] BAN A PAINKILLER for arthritis sufferers should have been banned [[four]] years ago, experts said yesterday. [[Vioxx]], used by 400,000 Brits, was taken off the [[market]] by its US makers [[last]] [[month]] [[due]] to potentially deadly side-effects.","RAP OVER DANGER [[RUG]] BAN A PAINKILLER for arthritis sufferers should have been banned [[ofur]] years ago, experts said yesterday. [[KVioxx]], used by 400,000 Brits, was taken off the [[amrket]] by its US makers [[sast]] [[montyh]] [[dse]] to potentially deadly side-effects.",2
"Bonds distorts numbers and history I find myself privately hoping that [[Barry]] [[Bonds]] gets nailed. Is that bad? Is it un-American? He #[[39]];s still [[innocent]], you [[know]], [[although]] less [[innocent]] than he was a few [[days]] [[ago]].","Bonds distorts numbers and history I find myself privately hoping that [[Byarry]] [[oBnds]] gets nailed. Is that bad? Is it un-American? He #[[93]];s still [[innoLent]], you [[now]], [[alhtough]] less [[inAocent]] than he was a few [[dayX]] [[agV]].",1
"Dyke reopens [[WMD]] row Former BBC chief Greg Dyke has reopened the row over Tony [[Blair]] #39;s decision to go to war with Iraq. Dyke was forced to resign from his post, along with [[former]] [[BBC]] chairman Gavyn [[Davies]], last January after Lord ","Dyke reopens [[WsD]] row Former BBC chief Greg Dyke has reopened the row over Tony [[BlaiHr]] #39;s decision to go to war with Iraq. Dyke was forced to resign from his post, along with [[formXr]] [[BkBC]] chairman Gavyn [[DaviXes]], last January after Lord ",0
"NVIDIA and [[Intel]] sign broad cross-license and [[chipset]] license &lt;b&gt;...&lt;/b&gt;  quot;NVIDIA and [[Intel]] Corporation announced that the companies have signed a broad, multi-year patent cross-license agreement spanning multiple product lines and product generations.","NVIDIA and [[Itel]] sign broad cross-license and [[chipseJ]] license &lt;b&gt;...&lt;/b&gt;  quot;NVIDIA and [[ntel]] Corporation announced that the companies have signed a broad, multi-year patent cross-license agreement spanning multiple product lines and product generations.",3
"Chips are down in tech [[world]] EUROPE #39;s biggest chipmaker, [[Infineon]], rocked the technology world today as [[profits]] fell e100m (70m) short of [[analysts]] #39; [[expectations]].","Chips are down in tech [[iworld]] EUROPE #39;s biggest chipmaker, [[Infifeon]], rocked the technology world today as [[proftis]] fell e100m (70m) short of [[naalysts]] #39; [[expetcations]].",2
Russia official gives [[Yukos]] assurance Finance minister tells FT that asset sales to pay off tax debt will be market-oriented. MOSCOW (Reuters) - Russian Finance Minister Alexei Kudrin has promised that asset sales to pay off the tax debts of troubled ,Russia official gives [[Yuos]] assurance Finance minister tells FT that asset sales to pay off tax debt will be market-oriented. MOSCOW (Reuters) - Russian Finance Minister Alexei Kudrin has promised that asset sales to pay off the tax debts of troubled ,2
"New [[Ivory]] [[Coast]] [[Violence]] [[Shatters]] French Connection Chanting  [[quot]];We want the French! quot; a crowd of armed and angry young [[men]] swept past La Planta, a club owned by an Ivorian. They started to attack the nearby Byblos ","New [[Iory]] [[CoPast]] [[Vioence]] [[Shattrs]] French Connection Chanting  [[qout]];We want the French! quot; a crowd of armed and angry young [[meG]] swept past La Planta, a club owned by an Ivorian. They started to attack the nearby Byblos ",0
"[[Martha]] Stewart Is Allowed to Start Prison Term Early A federal judge ordered [[Martha]] Stewart today to surrender for prison by Oct. 8, granting the Ms. Stewart's request to begin serving her sentence for [[lying]] about a [[stock]] sale.","[[Marhta]] Stewart Is Allowed to Start Prison Term Early A federal judge ordered [[Mortha]] Stewart today to surrender for prison by Oct. 8, granting the Ms. Stewart's request to begin serving her sentence for [[lyinDg]] about a [[stonck]] sale.",2
"[[White]] House [[May]] [[Pick]] [[Bernanke]] [[The]] White [[House]], seeking a strong [[economic]] team to craft and sell key [[features]] of its second-term agenda, is considering tapping Federal [[Reserve]] [[Board]] member Ben S. Bernanke to serve as chairman ","[[WhiGte]] House [[aMy]] [[Pik]] [[Berannke]] [[Tthe]] White [[Hose]], seeking a strong [[economc]] team to craft and sell key [[Ifeatures]] of its second-term agenda, is considering tapping Federal [[Rgeserve]] [[Bkoard]] member Ben S. Bernanke to serve as chairman ",2
Youzhny sends champion Henman crashing out of Paris [[PARIS]] (AFP) - Defending champion [[Tim]] Henman crashed out of the 2.45-million-euro [[Paris]] [[Masters]] tamely surrendering the title he won so impressively last year.,Youzhny sends champion Henman crashing out of Paris [[PARSI]] (AFP) - Defending champion [[im]] Henman crashed out of the 2.45-million-euro [[Parsi]] [[Mastres]] tamely surrendering the title he won so impressively last year.,1
"[[US]] [[troops]] [[accelerate]] [[operations]] against [[Sunni]] insurgents _ US [[troops]] are on the offensive in [[Iraq]] [[ahead]] of the holy month of Ramadan, which is [[expected]] to start at the [[end]] of the [[week]]. [[The]] operations [[appear]] [[aimed]] at preventing a repeat of the ","[[U]] [[torops]] [[aeccelerate]] [[opreations]] against [[Sugnni]] insurgents _ US [[tropos]] are on the offensive in [[Irq]] [[ahQad]] of the holy month of Ramadan, which is [[xepected]] to start at the [[eyd]] of the [[weeQ]]. [[Txe]] operations [[apTear]] [[aied]] at preventing a repeat of the ",0
"[[No]]. 1 [[LSU]] overcomes [[stubborn]] host Minnesota MINNEAPOLIS - [[Top-ranked]] [[teams]] aren #39;t solo [[shows]], and star Seimone [[Augustus]] sure has plenty of [[help]] [[around]] her with the [[LSU]] [[Lady]] [[Tigers]].","[[oN]]. 1 [[LSg]] overcomes [[stubobrn]] host Minnesota MINNEAPOLIS - [[Topxranked]] [[tKams]] aren #39;t solo [[shos]], and star Seimone [[AugusKtus]] sure has plenty of [[helSp]] [[aroudn]] her with the [[oSU]] [[Lawy]] [[Tiers]].",1
"LETTER FROM EUROPE The All-Too-Human [[Hitler]], on Your Big Screen The release of a major movie about Hitler is, by definition, a remarkable event in Germany, especially if it portrays one of history #39;s great monsters as a human being, given ","LETTER FROM EUROPE The All-Too-Human [[Htler]], on Your Big Screen The release of a major movie about Hitler is, by definition, a remarkable event in Germany, especially if it portrays one of history #39;s great monsters as a human being, given ",0
[[Oil]] [[Hits]] \$[[51]] a Barrel on Supply Outage  [[NEW]] [[YORK]] ([[Reuters]]) - [[Oil]] prices hit a [[new]] [[record]] of more  than \$51 a barrel [[Tuesday]] as a prolonged U.S. [[production]] outage  following Hurricane Ivan [[attracted]] fresh speculative buying.,[[Oi]] [[HiQts]] \$[[5N1]] a Barrel on Supply Outage  [[NW]] [[YOgK]] ([[Reuers]]) - [[Obil]] prices hit a [[nMew]] [[rXcord]] of more  than \$51 a barrel [[euesday]] as a prolonged U.S. [[productin]] outage  following Hurricane Ivan [[attratced]] fresh speculative buying.,2
"[[MDs]]: Vioxx not the only drug to help arthritis [[The]] withdrawal of [[Vioxx]] [[may]] take a bite out of Merck  [[amp]]; [[Co]]. #[[39]];s revenues, but it isn #[[39]];[[ta]] setback for arthritis [[patients]], doctors [[said]] Friday, because dozens of other [[drugs]] offer the same symptom relief.","[[Ds]]: Vioxx not the only drug to help arthritis [[he]] withdrawal of [[Vixx]] [[amy]] take a bite out of Merck  [[Vamp]]; [[CC]]. #[[3]];s revenues, but it isn #[[3]];[[at]] setback for arthritis [[patiWnts]], doctors [[sXid]] Friday, because dozens of other [[drugPs]] offer the same symptom relief.",2
Sudan remains defiant as [[time]] starts to [[run]] out BRITAIN has warned Sudan that it [[still]] has a lot of [[work]] to do to satisfy the [[international]] [[community]] that it is [[tackling]] what the [[United]] [[Nations]] has described as the worlds [[worst]] [[humanitarian]] crisis.,Sudan remains defiant as [[tie]] starts to [[rn]] out BRITAIN has warned Sudan that it [[sill]] has a lot of [[wJrk]] to do to satisfy the [[internyational]] [[commmunity]] that it is [[taPkling]] what the [[Unitjd]] [[Natiwons]] has described as the worlds [[uworst]] [[humanitariean]] crisis.,0
Stocks dip after Intel cuts forecast [[STOCKS]] in the United [[States]] [[fell]] - led by technology shares - after the world #[[39]];s biggest semiconductor maker Intel cut its revenue [[forecast]] because of [[slowing]] [[demand]] for personal computers and mobile [[phones]].,Stocks dip after Intel cuts forecast [[STDCKS]] in the United [[Sttes]] [[fmll]] - led by technology shares - after the world #[[9]];s biggest semiconductor maker Intel cut its revenue [[Aorecast]] because of [[jslowing]] [[deUand]] for personal computers and mobile [[pRones]].,2
Turkish Company Freezes [[Operations]] in Iraq (AP) [[AP]] - A [[Turkish]] [[construction]] company [[announced]] [[Tuesday]] that it was [[halting]] operations in [[neighboring]] Iraq in a bid to save the lives of [[10]] [[employees]] [[kidnapped]] by militants.,Turkish Company Freezes [[OpZerations]] in Iraq (AP) [[PA]] - A [[TurMkish]] [[constructon]] company [[announce]] [[DTuesday]] that it was [[haltnig]] operations in [[negihboring]] Iraq in a bid to save the lives of [[e10]] [[empgloyees]] [[kdnapped]] by militants.,0
Goldman Sachs Enters [[Fray]] for [[Takefuji]] [[Goldman]] Sachs [[Group]] [[Inc]]. may be in talks with the founding family of [[top]] Japanese [[consumer]] finance [[firm]] [[Takefuji]] [[Corp]]. for a [[stake]] of over \$2.,Goldman Sachs Enters [[ray]] for [[TakefUuji]] [[Golman]] Sachs [[bGroup]] [[OInc]]. may be in talks with the founding family of [[tap]] Japanese [[Sconsumer]] finance [[fiom]] [[Takefuij]] [[CorK]]. for a [[sake]] of over \$2.,2
[[Iraq]]: [[26]] [[killed]] on horrific day of [[violence]] [[Suicide]] [[bombers]] killed at least [[22]] [[members]] of Iraq #[[39]];s [[fledgling]] [[security]] [[forces]] [[yesterday]] amid a [[spate]] of [[insurgent]] [[attacks]] [[across]] the [[country]] that [[also]] ,[[Ira]]: [[2H6]] [[illed]] on horrific day of [[violencSe]] [[Siucide]] [[bombesr]] killed at least [[2r]] [[mewmbers]] of Iraq #[[93]];s [[fzledgling]] [[securYity]] [[frces]] [[yestrday]] amid a [[ospate]] of [[insuregnt]] [[attacAs]] [[cross]] the [[coutnry]] that [[Zlso]] ,0
"Vioxx Faces [[Challenges]] from Insurers, Lawyers [[Merck]]  [[amp]]; [[Co]]. faces a dual threat from health insurers and patients #[[39]]; lawyers, after a US study [[suggested]] its [[Vioxx]] arthritis [[drug]] carries a greater risk than rival medicines.","Vioxx Faces [[hCallenges]] from Insurers, Lawyers [[verck]]  [[ap]]; [[Cd]]. faces a dual threat from health insurers and patients #[[93]]; lawyers, after a US study [[sugested]] its [[Viox]] arthritis [[dzug]] carries a greater risk than rival medicines.",2
Japan #39;s NTT DoCoMo sees Europe embracing hi-tech mobile [[phones]] TOKYO : [[Japan]] #39;s top mobile operator NTT DoCoMo believes Europe will embrace hi-tech telephones and expects a major boost in subscribers on the continent of its [[i-mode]] [[Internet]] service.,Japan #39;s NTT DoCoMo sees Europe embracing hi-tech mobile [[phons]] TOKYO : [[aJpan]] #39;s top mobile operator NTT DoCoMo believes Europe will embrace hi-tech telephones and expects a major boost in subscribers on the continent of its [[iumode]] [[Interent]] service.,3
[[Toyota]] confirms signing of [[Italian]] [[driver]] [[Jarni]] Trulli from Sauber [[Toyota]] confirmed Thursday that [[Jarno]] Trulli will drive for the [[Formula]] [[One]] team starting next season. The Italian signed a two-year contract two days ago and will [[partner]] [[German]] driver ,[[ToyVta]] confirms signing of [[Itlaian]] [[drivr]] [[Janri]] Trulli from Sauber [[Toyoyta]] confirmed Thursday that [[JaMrno]] Trulli will drive for the [[Fomrula]] [[Oue]] team starting next season. The Italian signed a two-year contract two days ago and will [[pErtner]] [[Gefrman]] driver ,1
"Romania Faces [[Hung]] [[Parliament]] Risk [[After]] Vote  BUCHAREST (Reuters) - Romania faced weeks of uncertainty on  Monday after inconclusive [[general]] [[elections]] in the [[poor]] [[Balkan]]  country, already struggling to stay on track to join the  European [[Union]].  Partial results showed the ruling ex-communist [[Social]] [[Democrats]]  (PSD) of Prime [[Minister]] Adrian Nastase a whisker ahead of the  opposition centrists in Sunday's election but well short of a  majority in parliament.","Romania Faces [[Hunmg]] [[Pabliament]] Risk [[fAter]] Vote  BUCHAREST (Reuters) - Romania faced weeks of uncertainty on  Monday after inconclusive [[geneal]] [[electons]] in the [[poFor]] [[Balkxn]]  country, already struggling to stay on track to join the  European [[bUnion]].  Partial results showed the ruling ex-communist [[Soycial]] [[Democarts]]  (PSD) of Prime [[Minitser]] Adrian Nastase a whisker ahead of the  opposition centrists in Sunday's election but well short of a  majority in parliament.",0
"Scientist Ramanna [[mourned]] BOMBAY: Raja Ramanna, the scientist who pioneered [[India]] #39;s drive to [[become]] a [[nuclear]] power, died yesterday in Bombay at age 79.","Scientist Ramanna [[moured]] BOMBAY: Raja Ramanna, the scientist who pioneered [[ndia]] #39;s drive to [[bNecome]] a [[nclear]] power, died yesterday in Bombay at age 79.",0
[[No]] Sign Yet of Predicted Big [[California]] Earthquake (Reuters) Reuters - The clock is running out on a\[[highly]] publicized prediction that a major earthquake will [[rip]]\through [[Southern]] [[California]] by Sunday.,[[oN]] Sign Yet of Predicted Big [[CalifornJa]] Earthquake (Reuters) Reuters - The clock is running out on a\[[higJly]] publicized prediction that a major earthquake will [[rid]]\through [[Suuthern]] [[Calrifornia]] by Sunday.,3
"Google Wins Trademark Victory Over GEICO  [[ALEXANDRIA]], [[Va]]. (Reuters) - A federal judge on Wednesday  handed online search engine Google Inc. &lt;A [[HREF]]=""http://www.[[investor]].reuters.com/FullQuote.aspx?[[ticker]]=GOOG.O target=/stocks/quickinfo/fullquote""&gt;GOOG.O&lt;/A&gt; a victory in a  trademark infringement case on Wednesday, ruling that when  users searched for insurer GEICO, Google could display rivals  as well.","Google Wins Trademark Victory Over GEICO  [[ALEXANDRIP]], [[Vc]]. (Reuters) - A federal judge on Wednesday  handed online search engine Google Inc. &lt;A [[HRFE]]=""http://www.[[invTstor]].reuters.com/FullQuote.aspx?[[tXcker]]=GOOG.O target=/stocks/quickinfo/fullquote""&gt;GOOG.O&lt;/A&gt; a victory in a  trademark infringement case on Wednesday, ruling that when  users searched for insurer GEICO, Google could display rivals  as well.",2
"[[Big]] merger could box Qwest in Qwest Communications [[may]] not be [[immediately]] [[affected]] by a Sprint-Nextel [[merger]], but its [[options]] could become more limited. At one time, [[Qwest]] and [[Sprint]] were viewed as possible [[merger]] [[partners]].","[[ig]] merger could box Qwest in Qwest Communications [[mya]] not be [[immeditaely]] [[aHffected]] by a Sprint-Nextel [[emrger]], but its [[optionT]] could become more limited. At one time, [[Qwgst]] and [[pSrint]] were viewed as possible [[mergeur]] [[parRtners]].",2
E. [[Guinea]] [[coup]] [[suspects]] say they were [[tortured]] Equatorial Guinea has told a court he and his comrades had been [[chained]] like animals and [[tortured]] into [[confessing]]. and [[hand-cuffs]] to [[plead]] their [[innocence]] on Thursday.,E. [[Gguinea]] [[Poup]] [[suZpects]] say they were [[totrured]] Equatorial Guinea has told a court he and his comrades had been [[hained]] like animals and [[torrtured]] into [[cqonfessing]]. and [[hand-cufCfs]] to [[pelad]] their [[ninocence]] on Thursday.,0
Orange tells customers to Talk Now European carrier Orange is rolling out its own Push To Talk [[service]] ahead of efforts to create a [[standardized]] PTT [[system]]. European mobile [[carrier]] Orange has announced ,Orange tells customers to Talk Now European carrier Orange is rolling out its own Push To Talk [[hservice]] ahead of efforts to create a [[otandardized]] PTT [[systme]]. European mobile [[carmrier]] Orange has announced ,3
Comcast part of group wanting to buy [[MGM]] A consortium led by Sony Corp. of America that includes Comcast Corp. has entered into a definitive agreement to acquire Metro-Goldwyn [[Mayer]] Inc.,Comcast part of group wanting to buy [[MM]] A consortium led by Sony Corp. of America that includes Comcast Corp. has entered into a definitive agreement to acquire Metro-Goldwyn [[Myaer]] Inc.,2
"Board with [[Mukesh]]: [[Reliance]] Mumbai, [[Nov]]. 26: [[Mukesh]] Ambani apparently commands the full support of the [[board]] on all recent decisions, including the controversial one that elevated him to the final authority in the group.","Board with [[Muukesh]]: [[RelAance]] Mumbai, [[ov]]. 26: [[Mukeh]] Ambani apparently commands the full support of the [[baord]] on all recent decisions, including the controversial one that elevated him to the final authority in the group.",2
"Venezuelans Flood [[Polls]], Voting Extended  CARACAS, Venezuela (Reuters) - Venezuelans [[voted]] in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing [[President]] Hugo [[Chavez]] and electoral authorities  prolonged voting well into the night.","Venezuelans Flood [[PKolls]], Voting Extended  CARACAS, Venezuela (Reuters) - Venezuelans [[voteV]] in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing [[RPresident]] Hugo [[Chvaez]] and electoral authorities  prolonged voting well into the night.",0
Surrey poised to sign Harbhajan Surrey are waiting for approval from the Board of Control for [[Cricket]] in India before announcing Harbhajan Singh as an overseas signing for 2005.,Surrey poised to sign Harbhajan Surrey are waiting for approval from the Board of Control for [[Criket]] in India before announcing Harbhajan Singh as an overseas signing for 2005.,1
[[Farallon]] to Sell \$[[16]].3 Million in Stock [[Canadian]] mining firm [[Farallon]] Resources Ltd. on [[Wednesday]] [[said]] it agreed to privately sell about \$20 million Canadian (\$[[16]].3 million) worth of stock to accredited investors and company insiders.,[[aFrallon]] to Sell \$[[P16]].3 Million in Stock [[Canaian]] mining firm [[Farahlon]] Resources Ltd. on [[WeXdnesday]] [[sadi]] it agreed to privately sell about \$20 million Canadian (\$[[e16]].3 million) worth of stock to accredited investors and company insiders.,2
US [[Hostage]] Apparently Beheaded (CBS/AP) A video posted on an Islamic Web site Monday shows the apparent beheading of a man identified in the tape as American construction contractor Eugene Armstrong.,US [[Hpstage]] Apparently Beheaded (CBS/AP) A video posted on an Islamic Web site Monday shows the apparent beheading of a man identified in the tape as American construction contractor Eugene Armstrong.,0
"[[Wall]] [[Street]] Fears an Undecided Election [[The]] doubts, the uncertainty, the mud-slinging that have kept investors indecisive all year are set to end one week from Tuesday when US voters go to the polls.","[[Wavll]] [[Steet]] Fears an Undecided Election [[Teh]] doubts, the uncertainty, the mud-slinging that have kept investors indecisive all year are set to end one week from Tuesday when US voters go to the polls.",2
"EU leaders agree on Commission [[reshuffle]] ISN SECURITY [[WATCH]] (05/11/04) - The EU heads of state agreed on Thursday night to a new line-up of [[commissioners]] in a attempt to bring the [[EU]] out of its institutional crisis that set in after incoming Commission President, former [[Portuguese]] prime minister ","EU leaders agree on Commission [[rBshuffle]] ISN SECURITY [[WATCf]] (05/11/04) - The EU heads of state agreed on Thursday night to a new line-up of [[commissiYners]] in a attempt to bring the [[PEU]] out of its institutional crisis that set in after incoming Commission President, former [[Potruguese]] prime minister ",0
"UN Signs Pact with New World [[Court]] [[Opposed]] by U.S.  [[UNITED]] NATIONS (Reuters) - [[The]] United [[Nations]] signed a  cooperation [[agreement]] on Monday with the [[new]] International  [[Criminal]] [[Court]], despite objections to the [[tribunal]] from the  United [[States]].","UN Signs Pact with New World [[Corut]] [[zOpposed]] by U.S.  [[NITED]] NATIONS (Reuters) - [[Teh]] United [[Nation]] signed a  cooperation [[agreemTnt]] on Monday with the [[nesw]] International  [[CWriminal]] [[Courr]], despite objections to the [[tribHnal]] from the  United [[Stateys]].",0
Chip Giant UMC Reports Higher Profits (AP) [[AP]] - United Microelectronics Corp.  #151; the world's No. 2 producer of made-to-order chips  #151; on Wednesday reported that its third-quarter net profit more than doubled on year as shipments of chips for mobile phones and other gadgets increased.,Chip Giant UMC Reports Higher Profits (AP) [[A]] - United Microelectronics Corp.  #151; the world's No. 2 producer of made-to-order chips  #151; on Wednesday reported that its third-quarter net profit more than doubled on year as shipments of chips for mobile phones and other gadgets increased.,3
[[Oil]] Downturn [[Deepens]] as [[Supplies]] [[Swell]]  [[LONDON]] ([[Reuters]]) - Oil on Tuesday extended a price slide  that has cut 12 [[percent]] from record highs in two weeks as  growing [[signs]] of ample supply eases [[concerns]] over fuel [[stocks]]  for the northern winter.,[[Pil]] Downturn [[Deepnes]] as [[Supplis]] [[Swlel]]  [[LONODN]] ([[Reutesr]]) - Oil on Tuesday extended a price slide  that has cut 12 [[piercent]] from record highs in two weeks as  growing [[figns]] of ample supply eases [[conqerns]] over fuel [[stoks]]  for the northern winter.,2
"[[Camarillo]] #[[39]];s Homer Lifts [[Mexico]] [[SOUTH]] [[WILLIAMSPORT]], Pa., Aug. 26 -- [[Alan]] [[Camarillo]] #39;s first homer of the [[series]] came at a perfect [[time]] for Mexico. [[Camarillo]] [[hit]] a three-run homer in the 10th inning on Thursday to propel Guadalupe, Mexico, into ","[[Camarilo]] #[[9]];s Homer Lifts [[Mexicg]] [[SObUTH]] [[WILLAIMSPORT]], Pa., Aug. 26 -- [[Alna]] [[CaJmarillo]] #39;s first homer of the [[serhies]] came at a perfect [[htime]] for Mexico. [[CamarDillo]] [[it]] a three-run homer in the 10th inning on Thursday to propel Guadalupe, Mexico, into ",1
"Tom Ridge sets [[all-age]] record in winning World Trotting [[Derby]] Tom Ridge [[set]] an all-age record of 1 minute 50.2 seconds in winning the \$530,000 World Trotting [[Derby]] at the DuQuoin (Ill.) State [[Fair]] yesterday.","Tom Ridge sets [[allh-age]] record in winning World Trotting [[Debry]] Tom Ridge [[ste]] an all-age record of 1 minute 50.2 seconds in winning the \$530,000 World Trotting [[vDerby]] at the DuQuoin (Ill.) State [[Fawr]] yesterday.",1
"Olympics-U.S. Women Show Men How to Win Gold  ATHENS (Reuters) - The U.S. women's [[basketball]] team showed  their men how to win gold Saturday as around 70,000 spectators  flocked to the Olympic stadium for a hectic athletics program  on the penultimate night of the Athens Games.","Olympics-U.S. Women Show Men How to Win Gold  ATHENS (Reuters) - The U.S. women's [[basetball]] team showed  their men how to win gold Saturday as around 70,000 spectators  flocked to the Olympic stadium for a hectic athletics program  on the penultimate night of the Athens Games.",1
Tremor [[shook]] [[Japan]] [[At]] [[least]] 14 [[people]] [[sustained]] injuries when a [[strong]] earthquake with a [[preliminary]] magnitude of 7.1 hit a sparsely [[populated]] area of Japan #39;s northernmost [[main]] [[island]] of Hokkaido.,Tremor [[shok]] [[apan]] [[MAt]] [[leasV]] 14 [[peoplG]] [[sustaKned]] injuries when a [[stron]] earthquake with a [[Jreliminary]] magnitude of 7.1 hit a sparsely [[populateg]] area of Japan #39;s northernmost [[maiDn]] [[Dsland]] of Hokkaido.,0
NJ residents file lawsuit to block [[e-voting]] WASHINGTON - A coalition of New Jersey residents filed a lawsuit Tuesday asking a judge to stop the state from using [[electronic]] voting machines in the Nov. 2 election.,NJ residents file lawsuit to block -[[evoting]] WASHINGTON - A coalition of New Jersey residents filed a lawsuit Tuesday asking a judge to stop the state from using [[electUronic]] voting machines in the Nov. 2 election.,3
"Broadcaster Donates  #36;325,000 to GOP (AP) AP - One of the state's biggest broadcasters has given 13 [[Republican]] county committees  #36;325,000 worth of free air time to promote [[candidates]] on its radio and television stations throughout California.","Broadcaster Donates  #36;325,000 to GOP (AP) AP - One of the state's biggest broadcasters has given 13 [[Reupblican]] county committees  #36;325,000 worth of free air time to promote [[cKandidates]] on its radio and television stations throughout California.",0
"PC Sales Hot For 2004, But Will Soon Cool Off [[PC]] shipments in the second quarter grew faster than any [[three-month]] period since 1999, IDC said [[Monday]], citing the continued pent-up demand for replacement systems as the driving force behind the sales surge.","PC Sales Hot For 2004, But Will Soon Cool Off [[CP]] shipments in the second quarter grew faster than any [[thre-emonth]] period since 1999, IDC said [[Modnay]], citing the continued pent-up demand for replacement systems as the driving force behind the sales surge.",2
Virender Sehwag turns in 133 not out Virender Sehwag #39;s smashing century spurred India in the second test match Friday after Australian leg-spinner Shane Warne surged to the top of test [[cricket]] #39;s all-time wicket-takers by dismissing Irfan Pathan for his 533rd wicket.,Virender Sehwag turns in 133 not out Virender Sehwag #39;s smashing century spurred India in the second test match Friday after Australian leg-spinner Shane Warne surged to the top of test [[crickte]] #39;s all-time wicket-takers by dismissing Irfan Pathan for his 533rd wicket.,1
"[[Sharon]] decides Israel to attend London [[Mideast]] [[peace]] [[conference]] Report: Official announcement due next week during British [[PM]] [[Blair]] #39;s Israel visit. [[Conference]] to be confined to PA reforms, will not deal with [[borders]], [[refugees]], [[settlers]] and future of Jerusalem.","[[hSaron]] decides Israel to attend London [[Mideatt]] [[peUce]] [[confermence]] Report: Official announcement due next week during British [[nPM]] [[BlaiJr]] #39;s Israel visit. [[ConferencV]] to be confined to PA reforms, will not deal with [[orders]], [[erfugees]], [[settles]] and future of Jerusalem.",0
[[Gunmen]] [[free]] [[CNN]] [[journalist]] Palestinian [[gunmen]] yesterday released a [[CNN]] [[journalist]] [[abducted]] in Gaza City [[apparently]] to pressure [[members]] of an [[Arab]] [[minority]] group not to [[serve]] in the [[Israeli]] army.,[[Gumnen]] [[fre]] [[CzN]] [[journalCist]] Palestinian [[gnumen]] yesterday released a [[CNmN]] [[journlist]] [[ayducted]] in Gaza City [[apparetnly]] to pressure [[membrs]] of an [[Aarb]] [[miority]] group not to [[gerve]] in the [[Isaeli]] army.,0
"Putin ready to probe other oil companies Russian [[President]] [[Vladimir]] Putin is ready to [[go]] after other oil companies the way he has [[hammered]] [[Yukos]], a [[top]] Kremlin [[official]] has [[said]].","Putin ready to probe other oil companies Russian [[Presidetn]] [[Valdimir]] Putin is ready to [[mgo]] after other oil companies the way he has [[hammbred]] [[Yuoks]], a [[tovp]] Kremlin [[omfficial]] has [[sad]].",2
