sentence,label
"This show [[mentions]] me of an episode of ""The Simpsons,"" where Smithers had just been fired by Mr. Burns and was forced to live a miserable life being unemployed. All he did to while the way the hours was to drink and watch Comedy Central. The implication was that Comedy Central was a pathetic TV channel for miserable people with nothing else to occupy their time. ""Mind of Mencia"" is [[humbly]] better than most of Comedy Central's programming, but it still serves as an example of why this channel is low-quality filler for people with absolutely no [[croaks]]. <br /><br />Truth be told, Mencia is a fairly competent comedian who throws out trite, soft-ball ethnic jokes and cashes in on bland stereotypes of people based on their race, gender, or economic status, or a combination of two out of three of these characteristics. If you've heard one of these jokes by one of your friends at a bar or at work, believe me, you've heard what passes as comedy on ""Mind of Mencia."" [[Castro]] also tries to make fun of current events, but [[rarity]] creativity or originality. This is not to say that Carlos is a washout all the time. I [[unearth]] some of his skits amusing, such as his rap video portrayal as an oil sheik. If you find [[uninspiring]], run-of-the-mill comedy up your alley, you'll probably enjoy ""Mind of Mencia."" For those people who are tired of repetitive, pedestrian comedians trotting out the same old time-worn jokes, stay away.",0
"Where the heck is Andreas(Trond Fausa Aurvaag), exactly? Heaven? Hell? A parallel universe? When the bothersome man steps off the subway platform and meets an onrushing train, his next conscious moment occurs on a bus; riding solo, the newest arrival, in a dead netherworld where all the suicides go. Dressed as he was at the time of his sudden departure from the corporeal biosphere, Andreas is greeted by an official man, who processes and transports the bothersome man from the barren flatlands to a city, if the eyeballs work, is a dead ringer for the sort of urban landscapes that he once inhabited, if memory serves him right. Andreas retains the look of a sleepwalker in a trance, a man estranged from people and objects, struggling to find his bearings; at home, or rather, his assigned apartment; or at work, where the bothersome man is randomly designated as an accountant for an independent contractor. Havard(Johannes Joner), his boss, tells him, ""You'll get used to it,"" which covers more than just crunching numbers, we suspect, in this world, same as the old world.<br /><br />If life is meaningless, like French existentialist philosopher Jean-Paul Satre said, the same can be said for death, as well. The subculture of office life might be heaven for one man, but it looks like hell to us, under the context that ""Den Brysomme Mannen"" operates on. To work in the afterlife, in essence, is to work for the rest of your life. The social intercourse among Andreas' office mates may pass as normal in the physical world, but death is a variable that creates estrangement in the viewer, as he/she now [[recognized]] the [[pesky]] of white-collar labor performed by white-collar laborers, who kill the hours with their inconsequential small-talk and designated jobs they perform during the course of a day like automotons, each and every day, seem irrational in its self-evident absurdity. To see daily life replicated in a speculative light, ""Den Brysomme mannen"" makes normal human interaction look like deadpan comedy, as quotidian life becomes a performance, which transforms Karl Marx's meaning of the word ""alienation"", because here, the men and women in the office, ""do"" identify with their labor, like actors in a play who conspire to make their fictionalized selves appear real. But the bothersome man never fully participates in the facade. He's always aware of the cracks.<br /><br />From a wooden bench, Andreas witnesses the aftermath of a jumper, who impales himself on an iron fence while people on their lunch breaks walk on by, indifferent to his escaping intestines that create red splatters on the clean sidewalk. Andreas faces the same impassivity from his own co-workers after he purposely cuts off his own finger, with the hope that he'll feel the pain, on a paper slicer. He doesn't. It's just another sensation, in addition to being able to taste and smell that's lost to the bothersome man. This inability of being able to take solace in the simple pleasures, amplifies the bothersome man's need for love,where simple pleasures compensated for his loneliness in the physical world. At a dinner party, hosted by his boss, Andreas meets Anne Britt(Petonella Barker). They hit it off. He walks her home. She invites him in. They become a couple. He moves in. When they have sex, however, it's good for neither Andreas, nor Anne, who seems to get more pleasure out of interior design. Love is an abstract concept, another sensation that's unattainable in this world, but love matters to the bothersome man, so he tries again with Ingeborg(Birgette Lagen), a girl from work. ""Den Brysomme mannen"" deconstructs love by presenting its foundation as a series of gestures that require performances from both the man and woman. When Ingeborg doesn't elicit the same tender feelings for Andreas after his hyper-romantic gesture of leaving Anne Britt for her, this Norwegian film reveals its secrets about the prosaic, but odd city, with an open-endedness that's solvable, and offer up multiple interpretations.<br /><br />Wounded by Ingeborg's apathy towards his avowal of love for her, the bothersome man wanders into the same subway station, stands at the same platform, leers at the same couple aggressively making out, and jumps. This time, he can't die. How can you die when you're already dead? Hit repeatedly by train after train, Andreas' face turns into ground beef; his body contorts in angles previously seen only seen in art. When the bothersome man realizes that love and death are out of his grasp, he seeks out the man from the club, who was willing to say what goes unsaid in this city of the walking dead. Which is: death, not life, has no meaning.<br /><br />Getting to the bottom of the mystery behind Andreas' whereabouts drives the narrative, and to the filmmaker's credit, this enigma is satisfactorily addressed, in a scene that recalls Spike Jonze's ""Being John Malkovich"", when Andreas crawls through a tunnel in order to cross over into another world, like a newborn baby, which resembles the portal to Malkovich's brain that Craig Schwartz charges people to crawl through. Andreas' attempt to traverse the great divide presents a beguiling paradox. Since heaven and earth are literally separated by a wall, this vulnerable boundary acts as a perfect encapsulation of the atheistic belief that ""heaven is a place on Earth"". But at the same time, heaven is proved by the reality of a hell; the place that Andreas is sent to after being banished from the city of his destination.",1
"Over all, it was a real good movie. Though all the actors, besides Jones, sucked. By the time I was half was through it I was really getting tired of seeing 'Al'. Only change I would have made to it would to have more flash backs, possibly with the real Cobb.",0
"""ZZZZZZZZZZZZZZZZZZ""! If IMDb would allow one-word reviews, that's what mine would be. This film was originally intended only for kids and it would seem to be very tough going for adults or older kids to watch the film. The [[soong]], the [[histories]], everything is [[somber]] and washed out--just like this public domain print. Like other comedy team films with [[racine]] in traditional kids stories (such as the awful SNOW WHITE AND THE THREE [[LACKEYS]] and the overrated BABES IN TOYLAND), this movie has limited appeal and just doesn't age [[too]]. Now that I think about it, I seriously doubt that many kids nowadays would even find this film enjoyable! So my advice is DON'T watch this film. If you MUST watch an Abbott and Costello film, almost any other one of their films (except for A&C GO TO MARS) would be an [[heighten]].",0
"Komodo vs. Cobra is not going to [[configurations]] the world on fire. It's not a hallmark of [[filmmakers]] [[historic]]. What it is is a [[reunion]] of underfunded [[storytellers]] trying to [[achieving]] another movie, make another paycheck, and continue to support themselves and their families. As such I give these [[work]] a lot of slack. I mean, come on, it [[maintains]] to be hard to be a Russian special [[influencing]] technician. Not a lot of big budget films getting made there. BUT-- they are a dedicated bunch and more than willing to throw their all into whatever [[void]] American monster flick needs affordable SFX. And I get a kick out of looking for the same locations appear time and again in these flicks. If for some reason you find yourself watching this again, look at the sequence where Pare and company are walking through a ""jungle."" Look at their feet and you'll see paved walkways. And if you happen to still have a copy of ""AI Assault"" (shown a week or two earlier also on SciFi), you'll see the folks in there tramping through the same ersatz jungle. Come to think of it, I think the helicopters land in the same clearing in both flicks. I can admire the thriftiness of these films. Every dollar really does show up on the screen! Too bad there just aren't enough dollars......",0
"To keep from being bored during ""Love and Sex,"" first I tried to think of all the movies this was imitative of: ""Breaking Up"" with Russell Crowe and [[Quietness]] Hayek (though that had a more original ending), ""About Last Night"" with Rob Lowe, and a lot of TV shows. <br /><br />Second was admiring just how [[wondrous]] Framke Janssen is so I couldn't believe for a nanosecond that she could have a problem getting a date. She is certainly in line to give Julia Roberts a run for her money, literally-- and wasn't Julia in some [[movies]] with this same [[conspiring]] or other? <br /><br />Third was trying to figure out why the writer/director bothered to give Jon Favreau's character the Jewish name of Adam Levy; he even refers admiringly to eating a ham sandwich.<br /><br />Fourth was trying to figure out why some critics had given this a good review which is why I was in the theater.<br /><br />(originally written 9/2/2000)",0
"This [[filmmaking]] is just about as [[adequate]] as the first Jackass, but with [[shortly]] more disgusting skits. I wouldn't say this was as good as the first, but it came [[terribly]] close. Jackass [[amateurs]] will not be disappointed, but if you didn't like the first movie, you [[va]] hate this one. There are scenes that will be seen as Jackass [[sutras]] (the elderly suits with ""additions"", the ""cab ride"", and many others), and those that you will wish you never watched (eating crap, drinking semen, etc...) Overall this movie was a good watch, and I am glad I got to see it. I'm sure this movie will not have the best rating due to critics that rate it (I sat in the press section and most of the older viewers seemed disgusted), but don't let that stop you from enjoying it.",1
"When one of my friends recommended this to me, [[enraged]] about how well it was filmed, the underlying themes and the general [[vastness]] of the film, [[me]] obviously expected an amazing, at least [[kidding]] [[photos]].<br /><br />The [[three]] [[times]] [[me]] spent watching this [[treated]] out to be a [[jumbo]] disappointing waste of my [[days]].<br /><br />I understand that this movie is meant to be [[unreal]], but even in surreal [[moviemaking]], there is something which anchors it down, even if it is only in the slightest. This movie, on the other hand, felt forced and fake. A lot of the shots were unnecessary and watching it made me think the director was trying to hard to be artistic.<br /><br />The [[behaving]] was [[infirm]], and the relationships between characters were not nearly developed enough. [[Eventually]] that's just me missing something that others could see but I hadn't even realised there was any sort of attraction between Dae su and Migo before they started getting at it like rabbits randomly half way through the film. Then again, maybe this [[films]] was just [[awry]].<br /><br />[[me]] am not against violence in movies, but in this one, almost all of it was just [[irrelevant]]. Throughout all the fight scenes I felt myself cringing at how painfully [[mawkish]] it all was.<br /><br />[[Nor]] the [[intrigue]]? The word [[contemptuous]] comes to [[insight]]. I would [[are]] [[stared]] if I hadn't [[lacked]] two hours of my [[forever]] following this [[sorely]] [[insights]] out and [[imbecilic]] [[parcel]]. Despite all the movie's [[mistakes]], by the end of it, I was expecting something [[enthralling]] to conclude it. I won't [[scrutinize]] the ending, because I wouldn't [[wishing]] to ""spoil"" the movie for those who haven't [[regarded]] it. Just that the metaphor ""Be it a rock or a grain of sand, in water they sink as the same."" cannot be used as an explanation for everything.<br /><br />This entire movie was [[reached]] for [[surprise]] [[priceless]] and [[rocked]] [[significance]] only. I just hope sooner or later people [[aspiration]] stop being so pretentious and [[appreciates]] a [[mala]] movie for what it is. I've seen [[umpteen]] other great Korean [[cinematography]] and it depresses me that [[volk]] have hailed Oldboy as the [[greater]].",0
"Sean [[Lazenby]] is very good as the Great Raisuli, Lord of the Rif and Defender of the Faithful. This is an adventure movie with Arabs, Germans and the USMC all coming to grips at one point or another. There is also a lot of [[comedic]] in the [[holographic]] among the main and supporting characters. The story is based on the true incident in which a wealthy Greek-American businessman was kidnapped by the Raisuli in the early 1900s. Milius has substituted Candace Bergen and her two children as the victims of the kidnapping, and this opens the story to a lot of [[typewritten]] license.<br /><br />On the other [[portion]], the movie gives Milius the [[expectations]] to remind the [[onlooker]] of two of the most famous (though mostly [[flouted]]) political quotations of the [[REV]] era. Brian Keith (very good as [[DRE]]) says, ""Pedecaris alive or the Raisuli dead!""; and John [[Lubbock]] (also good as Sec of State John Hay)asks the Japanese Ambassador at a White House dinner, ""You likee knifee, you likee forkee?""",1
"I can hardly call this a great film but it is entertaining. In my case I, at the time this film was released, was the same age as some of the junior campers in the film. For me watching this film brings back the memories of my camp years. While some of the pranks that takes place in this movie, like carrying the camp director out in his bed and leaving him on the side of a road, strung up in the trees or out on a lake, are a bit over the top some of the other pranks are not. When I went to camp the campers and counselors pulled similar stunts such as running underwear up the flag pole, canoe battles and boys raiding the girls cabin. As I grew older I realized these night raids to the girls cabin that I participated in were carefully orchestrated by the counselors so that we wouldn't find the girls in embarrassing situations but at the time I thought it was real and it was fun. That's what MEATBALLS (MB) is. <br /><br />MB captures not only the scenic beauty of camp surroundings but the beauty of being young and carefree. MB give a [[gargantuan]] example of pre-teens, [[teenaged]] and young adults living their summer with no concerns other than guys hooking up with girls and girls hooking up with guys and booth having as much fun as they can before they head back to junior high & high school and college. The opening title song that goes ""Are you ready for the summer?...no more homework no more books, no more teachers dirty looks..."" describes exactly how summer is viewed by school kids. <br /><br />I personally enjoyed the two campers Spaz and Fink. What boy, nerd or jock, didn't spend all camp trying to cozy up to some pretty girl camper? What guy didn't want to be accepted by the other campers and counselors? While these two characters are somewhat over the top I bet everybody who watches the film can't help but to like these two guys. These two [[idiosyncrasies]] are a mix of Charlie Brown from PEANUTS and Jack Tripper & Larry Dallas from THREE'S COMPANY. I would bet that most viewers even cheer for Spaz in the egg carrying competition and for Fink as he attempts to ""beat the stomach"" in the hot dog eating contest. <br /><br />Lastly, this movie had normal looking kids and counselors. No super models for counselors or campers that wore trendy clothing. It is fun to just kick back and watch this film and remember when life was as fun as this movie.",1
"Okay, so when a [[dude]] of mine told me he was supposed to [[outright]] MM2 and MM3, I thought, heck, I got to [[ticked]] out [[Monsters]] Man and see what its like, maybe I can get a part in it, but when I popped it into my [[DVDS]] player and and [[prosecuted]] to choke down the first 45 minutes of nothing but bad, [[negative]] [[me]] mean horribly annoying bad [[derision]] from that fat ass [[thinks]] he's [[laughter]], not to mention how looooong the director spent on the pointless [[sahara]] road trip, I cam to the conclusion that these guys didn't have a clue of what they were doing and missed the boat by a long [[fire]]. The [[histories]] [[get]] [[conceivable]] to [[become]] somewhat [[variable]] than the usual BS you see on the Blockbuster/Hollywood Video shelf put out by [[Lion]] gate these days, but they surely messed this one up. Why [[doing]] [[then]] much [[temps]] and effort in [[killing]] annoying [[wrong]] [[behaved]] and [[negative]] [[puns]], why not [[curtail]] the [[pathway]] [[travels]] and [[brings]] more of the [[plotted]] in the [[movies]]. Myabe the [[editorial]] was [[tad]] [[harmful]] that they [[eu]] to cut out a [[alot]] of the [[scene]] or maybe the director didn't shoot enough of the [[afraid]] and gore, that they had to [[finding]] [[refill]] to [[give]] the [[classical]] 84 minutes???? All in all, and I'm being easy here, [[arguably]] [[since]] a [[amigo]] of mine is the bald redneck in the [[attorneys]] [[teatro]] that gets his [[scalp]] [[smashed]] when chasing the three [[arouses]] out into the [[strada]], [[me]] [[determination]] [[make]] it at least 1 star for [[try]], and the [[gora]]/[[homicide]] scenes weren't that [[wrong]], again, they tried. [[Rather]] [[unfavorable]], [[Leones]] [[Gateway]] could [[be]] [[fabricated]] a [[cold]] franchise from this [[thought]], but [[forgot]]. [[yo]] don't [[commend]] paying to rent it, maybe you can [[believes]] a cut down [[printouts]] where the [[scene]] [[induction]] from the [[snag]] [[climber]] scene. CRAP!",0
"The implausibility of the plot has been noted by several commentators, particularly the immense amount of trouble Fr McKenna would have had to have gone to, and the sheer impossibility of some of the calculations he would have had to have made, including that Langdon was going to decipher each clue in minutes. McKenna is branded; a few seconds later he is giving orders, and a few minutes later, he is running (literally) around in charge of operations -- in real life, he would be in shock. And, as usual in thrillers, the assassin doesn't kill the heroes, giving as his only lame explanation that they were not on the list of those to be killed, as though every other innocent bystander he shot was. I have always used Independence Day as the hallmark of a truly awful film (US President commandeers jet plane and beats off aliens, ha ha), and this effort runs it close. For such an implausible film, Angels and Demons contains a remarkable number of predictable incidents. Who didn't laugh knowingly when the assassin went to get his reward in the Volkswagen? I felt like shouting, ""You are going to be blown up"". Who didn't know that the heroine was going to find a body in the lab? Who didn't spot the baddie? Technically also, the film was [[frightful]]. The dialogue was more often indecipherable than clear, while the races across Rome to the next church were accompanied by deafening music. Moreover, many scenes looked like mud. The one redeeming feature was the shots of Rome and what looked like the Vatican -- an achievement, because I am sure that the Vatican officials would not have wanted this [[lechero]] shot in and around St Peter's -- and the interiors were convincing. Rome is a magic place, and I enjoyed seeing it fleetingly.",0
"I had to [[sadness]] through this [[films]] [[five]] times while I was a zombie [[others]] in the director's new movie [[Until]] Sundown. The first [[day]] that I saw this [[films]] the [[guiding]] was [[enduring]] next to me and a [[seemingly]] fake and cheesy [[wishing]] hand [[tore]] out of nowhere and [[catching]] one of the characters. I could not take it any more I busted out [[giggles]] right in [[page]] of the [[buddy]]. The [[films]] [[is]] no [[path]] whatsoever and the one [[things]] that could [[makes]] this movie [[valid]] ([[Dame]] [[Naked]]) was nowhere to be [[revealed]]. I am a [[stalkers]] of low [[estimation]] [[horrific]] [[theatres]], but this was just too [[plenty]] for me. The worst part was that [[me]] had to watch it so [[different]] times. [[Elsewhere]] do not expect the new [[film]] to be any [[greatest]].",0
"This movie is certainly one of the greatest films ever made. It is a story told in a steady pace, told mostly not by words but by cinematic means of expression. Perfect blend of spectacular special effects and [[regular]] [[gig]] [[carrying]] to life creations of human imagination in both realistic and poetical way. The story itself is quite [[banal]] at a first glance. As the title [[provides]], there is an [[allegorical]] journey, a motive repeated for thousands of years. This motive was always used not only to depict a trip in space and [[lifespan]], and beyond, but also had rich [[logic]] meaning. The film is a [[facetious]] [[ideology]] of most exciting eternal [[trouble]]. It is not just an odyssey of a person; it is an odyssey of our species. The film is great by itself, yet, in my case, the impression from it will always be mingled with that from the book. I've read it at the age of 10, really not thinking about problems like 'what is the relationship between evolution of humankind and development of human morality'. But the impression was great enough to make me fall for entire [[whatsoever]] of science fiction.<br /><br />The [[jours]] I learned '2001' got only special effects Oscar and was not even [[nomination]] for the Best Picture was the day when 'Academy Award' completely became two [[platitudes]] [[sensing]] nothing to me.",1
Ok i know the original Ghoulies aren't in this entry it even seems it doesn't belong in this series. But it still [[aint]] a [[adequate]] movie. It is hilarious i thought [[basically]] with the [[peppers]] [[atomizer]] or [[mass]]. I give it a 9,1
"Yes, I am a romantic of sorts who likes musicals and comedy and this fit the bill! Julie Andrews [[begs]] a mesmerizing [[efficiency]] at the beginning and end of this film with the ""Whistling in the Dark"" production number. The sedate-to-outrageous number that she performs in the middle of the story when she believes that Rock Hudson has been seeing a dancing/call girl is eye-popping and will certainly [[pose]] you giggle.<br /><br />I only wish that this [[cinematographers]] could be found in video or DVD as I would surely purchase it in a heartbeat for my home library!",1
"This is the question that astronauts Roy Thinnes and Ian Hendry ask themselves when they discover a parallel world of Earth always hidden on the far side of the sun in this 1969 cult science fiction melodrama, released here in America as JOURNEY TO THE FAR SIDE OF THE SUN. The plot of the film was devised by British writers Gerry and Sylvia Anderson, the creators of such TV shows as ""UFO"", ""The Thunderbirds"" and ""Space 1999"". It is exceedingly [[indiscreet]] at [[deadline]], betraying the influence of ""The Twilight Zone"" and even Stanley Kubrick's classic 2001: A SPACE ODYSSEY. The visual effects work of [[Blessing]] Meddings, who would also later work on SUPERMAN: [[LAI]] MOVIE, holds up surprisingly well under the last three decades of special effects advancements; and while they are not really on the same exalted level of the Kubrick film, they are very superb. If you don't anticipate a STAR WARS-type of a film and can overcome the occasionally trite [[speaking]], DOPPELGANGER is a [[suitable]] film; it was good enough for me to [[tier]] it a '7' and [[contemplating]] it an [[undetermined]] sci-fi gem.",1
"This documentary was neither professionally nor objectively made. The whole thing played out like a conspiracy theory by IBM to win the match in question just to make some money. Garry Kasparov has an ego problem. He was puffed up before the match and when he lost, he didn't like it. I remember playing chess against computers back in the 80s and it wasn't too difficult to win. As time went on, I started to lose and didn't like it. Today, I simply don't play against [[computer]] anymore because they're just too [[alright]]. Not only that, the games are [[uninspiring]] and [[drawback]] the [[tempting]] of human games, where both sides are more likely to [[rra]] and open the game to exciting possibilities. This documentary keeps [[exhibition]] us images of The Turk which is an ancient chess playing automaton that was really controlled by a human being. From the start until the end we are lead to believe that IBM short of literally hid a human GM in the back of their cupboard-sized computer. I'm a computer scientist and take [[transgressions]] at the notion that just because Garry lost, IBM must have cheated. I know how computers play chess. It's not magic and it's no mystery. They can be trained, have huge amounts of chess knowledge and they most certainly see positions and possibilities in unprecedented detail compared to humans. It's really no surprise that Deep Blue won. Perhaps at the time it was. If it happened today, given the ever-increasing processing power of machines; people would hardly blink. If a machine couldn't at least draw with a GM today, people would think the program was weak.",0
"It is interesting to see what people think of this movie, since it is, in fact, quite unique (though it bears some of the trademarks of Clive Barker's writing). Even though it might seem a bit cynical to say so, the movie is just intricate enough to deflect those that need standard Hollywood plot hooks, and [[superimposed]], so that if you expect to be fed, you will see a [[trite]] monster [[moviemaking]] with lots of monsters and a disjointed plot.<br /><br />Those who need a linear, specific and untangled plot line will hate this movie, because the story lies, like in the [[prose]], partially between the lines, or in this case, partially off screen, in comments and the imagination.<br /><br />Another [[eventual]] hang-up is the ending, of which I can say, without spoiling it, that it is not entirely good and not entirely bad. It is, in fact, not very defined at all, which I know sends some people into raging tantrums about that they didn't get to know what happened, but to me, and to many others, I'm sure, just adds another dimension to the story - the dimension of speculation, and, in addition, the point that great disruption has a tendency to cause ripples that extend quite far.<br /><br />There is definitely moral here, but of a rather different kind than the standard Hollywood in-your-face-at-the-end-of-the-movie sort of display. Summing that moral up is simple, even though it is not quite that simply displayed; prejudice and the human tendency to hate the different.<br /><br />I [[worshipped]] this movie, even though, as many of the reviewers have noted, the expressions of the actors (with the exception of David Cronenberg, who does a wonderful appearance) are rather tacky. I'm not sure they are entirely to blame for their rickety appearance and lack of depth, though, seeing that these are common problems in converting literature to screenplay.<br /><br />All in all, this is a great movie, provided that you do not expect it to be a standard horror movie.",1
"[[That]] movie will likely be too [[melodrama]] for many viewers, especially [[upgrades]] audiences. Nevertheless [[me]] enjoyed this film thanks mostly to the down-to-earth charm of [[Williams]] Holden, one of my favorite stars, and the dazzling beauty of Jennifer Jones. There are some [[awfully]] [[heartbreaking]] [[imaging]] between the pair and the talent of these two actors [[thrift]] what in [[smallest]] [[knuckles]] could've been trite lines. The [[visuals]] of [[Hk]] [[Hk]] from the [[intervals]] of filming is another [[sketched]] of this movie. All in all, a better than average [[mawkish]] [[amphitheatre]], 7/10.",1
"[[Ignominious]] HK CATIII actor, Anthony Wong, is for once (well...not actually once - he was a cop in the DAUGHTER OF DARKNESS films and a few others...)not a [[sociopaths]] weirdo in EROTIC NIGHTMARE. Usually recognized for his role as a complete wackadoo in such CATIII ""nasties"" like THE UNTOLD STORY and THE EBOLA SYNDROME - this time, [[Goh]] is on the receiving-end of the nastiness...<br /><br />Wong plays a guy who goes to a sorcerer who promises to give him really good dreams, for a price. True to his word, the dreams that Wong has involve having mad donkey sex with smokin' hot schoolgirls - but the dreams come with a price that's more than money. The sorcerer can manipulate the dreams and with the help of a sexy ghost, blackmails Wong out of his cash and business, kills his family, and eventually kills Wong himself...Wong's brother comes to town to find out what's going on, and eventually finds that his family's murder is the work of the evil sorcerer - but as it turns out - Wong's brother is a pretty dope-ass sorcerer himself, and with the help of the sorcerer's abused wife - turns the tables on the sorcerer and his schemes...<br /><br />EROTIC NIGHTMARE is one of the more [[ravishing]] CATIII films I've seen in a while. Absent is the gritty and dark feel of some of the other CATIII entries like RED TO KILL, THE UNTOLD STORY or HUMAN PORK CHOP - EROTIC NIGHTMARE, though still sleazy in terms of sex and subject matter, is more ""fun"" then some of the more serious films of the genre. More comparable to ETERNAL EVIL OF ASIA - a more ""carefree"" CATIII entry that delivers plenty in terms of nudity and a good bit of gore, without being overly comedic either. Definitely worth a look, especially to the genre enthusiast. 8/10",1
"Without being [[decidedly]] the worst science fiction film ever made, or the worst I have seen, '[[Moment]] Under Fire' is still much under average. The premises and the first 10-15 minutes are not that bad, it starts as a X-Files story, combining Bermuda triangle mysteries with time travel. Pretty [[immediatly]] [[component]] of other genres (too many) mix together, but the story never [[opted]] off beyond the level of interest of a TV series. [[Readily]], 'Time Under Fire' quickly [[bigots]] into a [[installments]] of clichés, not only mixing altogether too many genres but also being [[capable]] to [[creativity]] anything memorable in [[awaits]] or special effects that would help viewers [[callbacks]] the movie until [[morgen]]. [[Behaved]] is bad, and the rhetoric lines in the script do not help at all.",0
"[[Although]] there was justice in the cinematic universe, [[governance]] Lewis Schoenbrun would never be allowed to set [[m]] on a movie set again. It would seem inconceivable that anyone who [[allotted]] two full [[tens]] in an editing room, where LS [[opening]] his movie career, could be so utterly devoid of any sense of pacing or dramatic staging, but this film is damning evidence.<br /><br />As [[nefarious]] as it is, it is fascinatingly [[well]]. From the opening scene, where a nurse is clad in a costume appropriate only for a porno film or a skit on a Mexican variety show, the viewer is compelled to see just how low it can go. The answer isn't far away, as in the next scene we move to a funeral parlor, where the next stunning fashion statement comes in a sexy off-the-shoulders black dress worn by one of the mourners.<br /><br />Aggressively inappropriate costuming isn't the film's only [[anomaly]]. The dialog is a treat for connoisseurs of [[rotten]] writing. ""You turn my tears into wine,"" is a sample gem. The actor deserves an Oscar for delivering that one with a straight face.<br /><br />The director reinforces every cheeseball scene with what is possibly the schmaltziest soundtrack score ever recorded, which veers from embarrassingly maudlin in the dialog scenes to cheesy groovebox wannabe rocknroll in transitional scenes.<br /><br />The script introduces characters with no rhyme or reason and story beats are doled out as if with a broken ladle.<br /><br />Let's not forget this is a ""horror"" film, though. Our characters find themselves in a forest wherein lurks Dr. Chopper and his two ""scary"" henchwomen, who are supposed to be some kind of Frankencreatures but look exactly like Valley Girls with fake blood dabbed beneath their Supercut shags. I've honestly seen scarier make-up on eight-year-olds out trick-or-treating on Halloween.<br /><br />And again we get a whiff of the costume designer's malodorous handiwork, as Valley Ghoul One prances around in a pseudo-Victorian polyblend smock while her buddy wears a nondescript ensemble that might have been almost fashionable in less hip corners of the 1980s.<br /><br />Dr. Chopper makes the big fashion statement though, looking like a Crisco cowboy who got lost in the woods on his big black Harley, clad from head to toe in zippered black S&M leather.<br /><br />If this sounds intriguing, by all means check it out. There is plenty of side-splitting and belabored dialog (like the precious ""elephant's graveyard"" scene or the ""intellectual"" discourse on Ginsburg).<br /><br />To be fair, the cinematography is good, considering what was put before the camera, and the actors strive (with wildly extreme results) to make something from a scrap heap of clichés and inanities. You do have to wonder if they were really really stupid or just blindly desperate, not to walk off the set after catching one glimpse of the ridiculous-looking villains with their 99 Cent Store weapons.",0
"Lifeforce (1985) was a Cannon funded film directed by Tobe Hooper. It's a very interesting film that deals with a pair of space vampires who are accidentally brought back down to Earth during the latest space shuttle mission. Steve Railsback stars as the sole survivor of the tragedy. But really folks the movie is a mere showcase for the natural beauty of Mathilda May. She's one smoking hot [[amount]]. The director was a huge fan of Female Vampire (a.k.a. Erotikill). Miss May recreates Lina Romay's title role The film is beautifully photographed and directed. There's plenty of gore effects to keep genres fans happy.<br /><br />I have to give this film a very high rating. Tobe Hooper was the man. He made three interesting films for Cannon during this time period (Texas Chainsaw Massacre II and Invaders from Mars as well). If you like science fiction/horror films, Tobe Hooper films or Mathilda May this film's just up your alley.<br /><br />Highest Recommendation!<br /><br />Did I mention Mathilda May is smoking hot?",1
"What happened to Ava Gardner in the 1940s and Marilyn Monroe in the '50s also seemed to take place for modern-day actress Michelle Pfeiffer in the '80s: Her remarkable good looks got in the way of her being taken seriously as an accomplished, superbly talented actress. Anyone looking for validation of Pfeiffer's dramatic abilities need look no further than her work in 1991's ""Frankie and Johnny"" or '92's ""Love Field"" (a personal favorite of mine); those looking to see what a splendid comedic actress she can be, when given the right part, should [[policed]] out 1988's ""Married to the Mob."" In this one, she plays Angela Demarco, the widow of a recently ""iced"" Mob hit-man, who moves from her garishly tacky Long Island home to start a new life for herself and her son, while being pursued by Mob boss Dean Stockwell and FBI man Matthew Modine. While this movie has lots going for it (a [[awfully]] [[jest]] script; offbeat characters; sudden sharp turns to unexpected violence, as in director Jonathan Demme's previous effort ""Something Wild""; and hilarious yet menacing performances by Stockwell and Mercedes Ruehl, as his jealous wife from hell), Michelle steals the show easily. Notice how perfectly she nails Angela's undereducated, Long Island Italian accent, and the many fine mannerisms that she brings to the role to really flesh out this spunky and surprisingly bright character. Once upon a time, long ago, Oscars were handed out to actresses for comedic roles such as this one. Had this film been made 60 years ago, Michelle mighta been a contenduh...",1
"Might contain spoilers.<br /><br />This is just a [[buen]] movie. Lots of good silly stuff to laugh at. However, do not watch the TV version, they cut to much out. Dom Deluise is rather awesome as the mafia Don who is hired to kill Robin. All I can say about his ten minutes: it's a long drive from Jersey. Also you gotta love them checking the script to make sure Robin gets another shot. Also: 12th Century Fox.<br /><br />[[Entire]] [[lousy]] stuff? The rappers at the beginning and the end seem rather out dated. The [[music]] were [[acutely]] lame. One time while watching this movie, I could think out a few more times when they could have thrown in another joke or 2. <br /><br />On the whole, however, an enjoyable movie experience. A must watch for comedy fans.",1
